id,time,age,gender,nation,who,education,region,not_kz,played_vg,skills,skills_desc,culture_together,gaming_event,clubs,sleeping_trouble,sick,nation_important,play_only_nation,language_vg,language_communicate,barrier,barrier_desc,barrier_games,prefer_with,prefer_who,type_communication,platform,type_vg,discover_vg,factor_to_play,affect_relationship,affect_wellbeing,closer_teammates,discuss_vg,game_community,game_comunity_name,game_comunity_game,why_games,motivation_continue,for_competition,feel_while_playing,emotions_affect_while_playing,consequences,consequences_p_n,consequences_desc,mental_affect_vg,mental_desc,drained_after,freq_per_week,when_play,time_play,genre_vg,char,char_desc
46,16042023 15:55:43,20-25,Female ,Kazakh,Employed,Higher professional education,Almaty region,,Yes,Yes,"внимание, концентрация",Yes,No,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,I don't communicate with teammates,Yes,возможно был бы языковой (?!),-,Alone,Alone,,,Singleplayer,,,"No, games don't affect our relationship",Unsure,Yes,"No, I don't discuss games with my closers",No,,-,fun,gameplay,"No, I play for other purposes",,Make the game more interesting,No,,,Well,"не было ответа нейтрально, поэтому выбрала хорошо ",6,1-5 hours per week,I only play games on certain days,In the afternoon,"Puzzle, Strategy, Adventure",Neutral characters,"interesting, archetype, design"
47,16042023 15:56:33,12-15,Female ,Kazakh,Schoolkid,Average (full) general,Almaty region,,Yes,Yes,,Yes,No,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,"Alone, community",Chat,"PC, Mobile",Both,"recommendations, Ads","Graphics, personal interest","No, games don't affect our relationship",Positively,No,"No, I don't discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes",excitement,Make the game more interesting,No,,,Well,снимает стресс,3,Less than 1 hour per week,I only play games on certain days,At night,"Puzzle, Adventure, Simulation",Neutral characters,"motives, style"
48,16042023 15:56:34,12-15,Male ,Kazakh,Schoolkid,Initial general,Almaty region,,Yes,Yes,For example video games can improve our analytical and reflective abilities ,Yes,No,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,Russian,Yes,I need practice more and study English better ,When they communicate with ur teammate ,With someone,friends,Chat,Mobile,Multiplayer,recommendations,personal interest,"No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,friends,gameplay,"No, I play for other purposes",excitement,"Can affect my game, lead to mistakes",No,,,Badly,"Electro isolation can harm my health , for instance blurred vision ",1,Less than 1 hour per week,I only play games on certain days,In the afternoon,Adventure,Kind characters,interesting
49,16042023 15:57:35,36-44,Female ,Russian,Employed,Secondary vocational,Karaganda region,,No,Yes,,Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,16042023 15:57:39,36-44,Female ,Kazakh,Employed,Higher professional education,East-Kazakhstan region,,Yes,Yes,Легко укладываются знания,Yes,No,Yes,I often have trouble sleeping,"Rarely, once or twice a year",No,No,Russian,Russian,Yes,Не знания языка,,Both,family,Voice,PC,Both,"Social media, reviews","Storyline, personal interest","Yes, games worsen our relationship",Negatively,Yes,"Yes, I discuss games with my closers",No,,,achieve,new goals,"No, I play for other purposes",disappointment,Can affect my mood in real life,Yes,Negative,,Badly,Это зависимость,10,Less than 1 hour per week,I only play games on certain days,In the afternoon,Puzzle,Kind characters,design
51,16042023 15:58:26,26-35,Male ,Kazakh,Employed,Higher professional education,North-Kazakhstan region,,Yes,Yes,"Реакцию, внимательность, познания в различных сферах жизни, познания в космосе, океане, флоры и фауны. И многое другое.",Yes,No,Yes,"No, I have no trouble","Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,Both,friends,Voice,"PC, Console, Mobile",Both,"recommendations, Ads","Graphics, Storyline, reviews","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation, friends",gameplay,"No, I play for other purposes","joy, disappointment",Make the game more interesting,No,,,Well,Не задумывался,2,Less than 1 hour per week,I only play games on certain days,In the evening,"Action, Sports",Kind characters,"interesting, archetype"
52,16042023 15:58:49,16-19,Female ,Kazakh,Student,Higher professional education,West-Kazakhstan region,,Yes,Yes,Английский язык,Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,I don't communicate with teammates,"No, I can safely play",,,Alone,Alone,Chat,PC,Singleplayer,Social media,"Graphics, Storyline, personal interest","No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,relaxation,gameplay,"No, I play for other purposes",satisfaction,Make the game more interesting,No,,,Well,Можно на некоторое время сбежать из реальности.,3,Less than 1 hour per week,I only play games on certain days,At night,"Puzzle, Adventure",Kind characters,"interesting, abilities, biography, style, design"
53,16042023 15:58:53,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Akmol region,,Yes,Yes,fast critical thinking,Yes,No,Yes,I often have trouble sleeping,"Quite often, every month or more often",No,Yes,English,English,Yes,"языковой, еще недоступно в нашем регионе",,Both,"Alone, family",Chat,Mobile,Both,"recommendations, Social media","Graphics, Storyline, reviews, game publisher, personal interest","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",No,,genshin impact,"fun, relaxation","gameplay, improve skills","Yes, I play for the competition","satisfaction, excitement, joy, disappointment, stress",Make the game more interesting,Yes,Negative,мало времени на социальную жизнь,Well,"Меньше раздражительности, эйфория",3,1-5 hours per week,I only play games on certain days,In the evening,"Puzzle, Adventure",Villains,"interesting, motives, abilities, biography, archetype, interpersonal, style, design"
54,16042023 16:00:10,20-25,Female ,Kazakh,Student,Higher professional education,Almaty region,,No,Yes,"Скорость мышления , креативность ",Yes,No,No,"No, I have no trouble","Rarely, once or twice a year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,16042023 16:00:27,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Karaganda region,,Yes,Yes,Да,Yes,Yes,"No, but before yes","No, I have no trouble",Never,No,No,Russian,Russian,Yes,,,Both,friends,Voice,PC,Both,reviews,Graphics,"Yes, games improve our relationship",No effect,No,"Yes, I discuss games with my closers",No,,,friends,better than others,"Yes, I play for the competition",excitement,Make the game more interesting,No,,,Well,Нев,6,Less than 1 hour per week,I only play games on certain days,In the evening,"Action, Puzzle, Sports, Adventure",Kind characters,design
56,16042023 16:01:34,16-19,Female ,Kazakh,Student,Incomplete higher professional education,West-Kazakhstan region,,Yes,Yes,,Yes,No,No,"No, I have no trouble","Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,Alone,friends,Chat,Console,Singleplayer,Ads,Storyline,"No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",Yes,,,achieve,gameplay,"No, I play for other purposes",satisfaction,Make the game more interesting,No,,,Well,👍🏽👍🏽,1,Less than 1 hour per week,I only play games on certain days,In the afternoon,Puzzle,Villains,interesting
57,16042023 16:04:06,36-44,Female ,Kazakh,Unemployed,Higher professional education,Karaganda region,,Yes,Yes,Развитие логики,Unsure,No,No,"No, I have no trouble","Rarely, once or twice a year",No,No,English,Russian,"No, I can safely play",,,With someone,family,Voice,PC,Both,recommendations,Storyline,"No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,,,"No, I play for other purposes",joy,Make the game more interesting,No,,,Badly,"Зрение, рассеянность",3,Less than 1 hour per week,I only play games on certain days,At night,Puzzle,Kind characters,abilities
58,16042023 16:05:08,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Zhambyl region,,Yes,Yes,"Стрельба, вождение, танцы",Yes,No,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,I don't communicate with teammates,"No, I can safely play",,,With someone,friends,Voice,"PC, Console",Multiplayer,recommendations,Storyline,"Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes","excitement, joy, disappointment",Make the game more interesting,No,,,Well,Чувства релаксации ,5,Less than 1 hour per week,I only play games on certain days,In the evening,"Action, Sports, Adventure",Neutral characters,"abilities, design"
59,16042023 16:05:36,20-25,Female ,Kazakh,Employed,Higher professional education,Turkestan region,,Yes,Yes,Для увелечия логики и тп ,Yes,No,No,"No, I have no trouble","Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Alone,friends,Voice,Console,Both,recommendations,personal interest,"No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,relaxation,gameplay,"Yes, I play for the competition",joy,Make the game more interesting,Yes,Positive,Классные,Well,Помогает снять стресс,3,1-5 hours per week,I only play games on certain days,At night,"Puzzle, Strategy, Adventure",Neutral characters,abilities
60,16042023 16:07:41,20-25,Female ,Kazakh,Student,Higher professional education,Almaty region,,Yes,Yes,Логическое мышление ,Yes,No,No,"No, I have no trouble","Sometimes, but not often, once every few months",No,No,Russian,I don't communicate with teammates,"No, I can safely play",,,Alone,Alone,Chat,Mobile,Singleplayer,"recommendations, Ads",personal interest,"No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes",disappointment,Can affect my mood in real life,No,Negative,,Badly,Чувствую себя усталым ,1,Less than 1 hour per week,I only play games on certain days,In the afternoon,Puzzle,Kind characters,"interesting, design"
61,16042023 16:11:38,16-19,Male ,Kazakh,Schoolkid,Average (full) general,Karaganda region,,Yes,Yes,"Тактика, реакция",Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,With someone,friends,Voice,PC,Both,recommendations,"Storyline, reviews, personal interest","Yes, games improve our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation, friends",gameplay,"No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,Улучшают настроение и помогают отвлечься ,3,Less than 1 hour per week,I only play games on certain days,In the evening,"Action, Strategy, Sports",Neutral characters,interesting
62,16042023 16:11:46,36-44,Female ,Russian,Employed,Higher professional education,Karaganda region,,Yes,Yes,"Быстрота реакции, внимательность, сосредоточенность",Yes,No,"No, but before yes","No, I have no trouble","Sometimes, but not often, once every few months",No,No,English,Russian,"No, I can safely play",,,Alone,"friends, family",Voice,"PC, Mobile",Both,"recommendations, Ads","Graphics, Storyline, personal interest","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,"fun, friends","gameplay, new goals","No, I play for other purposes",satisfaction,Make the game more interesting,No,,,Well,Получаю удовлетворение,5,Less than 1 hour per week,I only play games on certain days,In the evening,"Puzzle, Strategy",Kind characters,"abilities, style, design"
